Gene,Expressed,AC_LRG,AN_LRG,AF_LRG,AC_HRG,AN_HRG,AF_HRG,pVal,FDR
CYP4F11,NO,67,170,0.3941176471,63,186,0.3387096774,0.4745274055,-
PPFIA4,NO,67,170,0.3941176471,63,186,0.3387096774,0.4745274055,-
APOA5,YES,38,170,0.2235294118,50,186,0.2688172043,0.4753607823,1
ADRA1B,NO,1,166,0.0060240964,0,184,0,0.4757834758,-
KIRREL,NO,272,850,1.6,319,930,1.7150537634,0.4760039953,-
POLR2J2;UPK3BL1,NO,1,168,0.005952381,0,186,0,0.476056338,-
MT1B,NO,46,170,0.2705882353,42,186,0.2258064516,0.4761767778,-
FMN2,YES,49,340,0.2882352941,63,372,0.3387096774,0.4763574913,1
BLOC1S4,YES,104,680,0.6117647059,126,744,0.6774193548,0.4778617711,1
MBOAT1,YES,1,168,0.005952381,0,184,0,0.4787535411,1
DIS3L,YES,14,170,0.0823529412,20,186,0.1075268817,0.4789678057,1
C9orf163,NA,1,170,0.0058823529,0,186,0,0.4789915966,1
COLCA1,NA,1,170,0.0058823529,0,186,0,0.4789915966,1
LCE2B,NA,1,170,0.0058823529,0,186,0,0.4789915966,1
ABCD4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ACBD6,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ACCSL,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ACPP,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ADAMTSL1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ADCY5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ADD1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
AFAP1L2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
AIMP1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ALAD,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ALPPL2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
AMBRA1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ANKRD16,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ANP32E,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
AP5B1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
APLP1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ARCN1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
AREL1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ARFGAP2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ARHGAP18,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ARHGAP26,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ARHGAP39,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ARL2BP,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ARL8B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ARNTL,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ARX,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ASB6,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ATG4D;KRI1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ATG9B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ATL2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ATL3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ATXN7L1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
BANP,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
BAP1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
BEAN1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
BICDL1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
BMP4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
BRCA2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
BTBD10,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
C12orf4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
C12orf56,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
C12orf75,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
C16orf54,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
C17orf80;CPSF4L,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
C1orf53,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
C2orf68,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
C2orf72,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
C8G,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CA2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CACNB3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CAMK1D,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CANX,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CAPG,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CAPN6,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CASC3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CASP7,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CBFB,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CBLN3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CBLN4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CBX4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CCDC150,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CCDC34,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CCND3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CCNDBP1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CCSER2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CD200,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CD55,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CDC42BPB,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CDK16,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CDS1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CEP350,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CFAP221,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CFAP58,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CHID1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CKAP4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CLEC4D,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CNPY4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
COL6A5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
COMMD1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
COMMD8,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
COMMD9,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
COPA,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CPOX,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CRABP2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CREG1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CRHBP,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CRIM1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CRTC1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CSPG5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CTU1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CUL1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CUTC,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CYB561D1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CYP1B1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
CYTH3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DAGLB,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DCLRE1B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DCUN1D4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DDX21,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DERL1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DNAJC10,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DNASE1L2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DNMBP,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DOC2A;INO80E,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DOLK,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DRAM1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DSP,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DST,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
DUSP5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
E2F7,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
EGLN1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
EIF2B2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
EIF3B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
EMC7,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
EPN1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
EPOP,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
EXD2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FAM3A,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FAM76B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FAM96B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FANCL;VRK2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FARSB,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FAT2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FBRS,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FBXO32,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FCGRT,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FGFBP3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FGFR4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FNBP1L,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FOSL1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FOXN4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
FUBP3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GAA,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GALNT7,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GBX2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GCFC2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GDAP2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GDI1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GGA3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GLIPR1;KRR1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GMEB1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GNGT2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GNPAT,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GP1BA,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GPATCH2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GPATCH8,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GPC1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GPX7,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GRB2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GSK3B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GTPBP3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GTSF1L,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
GYG2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
HIVEP1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
HKR1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
HNRNPH2;RPL36A-HNRNPH2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
HRASLS2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
HRASLS5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
HS3ST1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
HSDL1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
HUWE1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
IBA57,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
IDE,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
IGHMBP2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
IL17B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ILF3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
IMPA2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
IPMK,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ISCU,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ISG15,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
JOSD2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
JUN,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
KBTBD8,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
KCNJ8,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
KCNK13,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
KDM3B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
KIAA2013,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
KITLG,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
KLHL17,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
KLHL5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
KLHL7,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
KRBA1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
KRBOX4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
KSR2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
KXD1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
LMO3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
LONRF2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
LPAR2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
LRP1B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
LRRC27,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
LSR,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
LTBP3;SCYL1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
LZTFL1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MAJIN,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MAP3K6,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MBD3L3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MCRIP1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MED12,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MED9,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MEI4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MEX3A,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MFSD5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MNAT1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MPV17,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MRPL35,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MRPS5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MT1F,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MTA3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MTHFS;ST20-MTHFS,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MVB12B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MYBL2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MYCBP2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MYL12B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MYO5A,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
MYSM1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
NBAS,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
NCAPH,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
NCBP1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
NCLN,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
NDUFS6,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
NIN,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
NLGN4X,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
NLN,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
NR1D2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
NSRP1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
NUDT10,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
NUDT11,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
NUDT9,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
OLFM2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
OPA3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
OR5B2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
OS9,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
OSBPL8,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
OXCT1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PABPC4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PAGE1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PBDC1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PCNT,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PDPK1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PDXK,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PEX7,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PFKFB3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PGAP3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PHB,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PHPT1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PIGA,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PIGZ,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PIP5K1B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PIPOX,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PLA2G16,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PLCL1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PLSCR4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PLXNA1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
POLK,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
POMT2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PPCDC,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PPP1CB,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PREP,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PRKD1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PROSER1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PRPSAP2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PRR19,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PSEN2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PSMD7,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PSPH,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PTPN5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PTPRM,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
PTPRR,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RAB5B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RAB5C,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RABGGTA,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RAD52,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RADIL,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RAPGEF2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RAPGEF6,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RASGEF1B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RASGRP1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RBBP5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RBCK1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RBM28,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RFC2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RFPL2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RIMKLA,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RMND5A,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RNF40,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ROBO3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RPRM,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RPS6KA4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
RYBP,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SAP30L,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SASH1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SCG2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SDHD,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SEC23A,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SEMA5A,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SERAC1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SERP1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SFMBT2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SFT2D1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SH2B3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SH2D1B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SH3KBP1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SLC16A5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SLC2A1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SLC35D2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SLC37A1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SLC40A1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SLC9A7,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SMCHD1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SMYD3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SOX21,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SOX30,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SPSB4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SRPRB,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SSRP1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
ST6GAL1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
STIM1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
STT3B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
STYX,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SUB1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SUSD1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SWI5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
SYTL5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TAF15,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TARSL2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TBC1D2B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TCEAL9,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TCTEX1D2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TEF,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TESMIN,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TET3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TEX37,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
THAP4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TIAL1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TIMD4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TLN2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TMBIM6,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TMCO4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TMEM106C,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TMEM150A,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TMEM266,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TMEM50A,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TMEM50B,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TMEM59,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TMEM64,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TNK2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TOMM70,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TOPORS,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TP53BP2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TPP1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TRAF2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TRAPPC11,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TRAPPC3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TRIM65,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TRIP12,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TSC1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TSPAN4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TTC37,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TUB,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TUBA3E,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TUBGCP4,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TUSC2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
TXN,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
U2AF2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
UBAP2,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
UBE2A,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
UBE2L3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
UBE2L6,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
UBE2Q1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
UBE3D,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
UQCRFS1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
USP25,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
USP37,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
UST,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
UTRN,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
VAMP3,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
VCPKMT,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
WASHC5,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
WDR31,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
WDR59,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
WDR66,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
WEE1,YES,1,170,0.0058823529,0,186,0,0.4789915966,1
