Gene,Expressed,AC_Patient,AN_Patient,AF_Patient,AC_gnomAD,AN_gnomAD,AF_gnomAD,pVal,FDR
OBP2B,NO,294,1068,0.8258426966,12107,44802,0.8120752244,0.7887234639,-
OCSTAMP,NO,1,356,0.0028089888,18,15000,0.0012,0.3602244762,-
OLFML2A,NO,355,356,0.9971910112,14964,14968,0.9997327632,1,-
ONECUT1,NO,1,356,0.0028089888,27,14978,0.0018026439,0.4826122589,-
ONECUT2,NO,75,356,0.2106741573,3372,14928,0.2258842444,0.6154093944,-
OPCML,NO,1,356,0.0028089888,2,15016,0.0001331913,0.0680579412,-
OPLAH,NO,2,356,0.0056179775,110,14972,0.0073470478,1,-
OPN4,NO,57,712,0.1601123596,2245,29878,0.150388433,0.6169762274,-
OR10W1,NO,1,356,0.0028089888,268,15008,0.0178571429,0.0351116585,-
OR13A1,NO,2,356,0.0056179775,108,15002,0.0071990401,1,-
OR2AG1,NO,221,356,0.6207865169,8428,14942,0.5640476509,0.2729398232,-
OR4C12,NO,2,712,0.0056179775,54,30012,0.0035985606,0.374158989,-
OR4C13,NO,298,356,0.8370786517,12841,14990,0.8566377585,0.7813172811,-
OR52L1,NO,29,712,0.0814606742,852,30010,0.0567827077,0.0694691396,-
OR6A2,NO,58,356,0.1629213483,1905,14982,0.1271525831,0.0846567865,-
OR9Q1,NO,1,356,0.0028089888,16,14998,0.0010668089,0.3294803982,-
OR9Q2,NO,106,356,0.297752809,4782,14980,0.3192256342,0.5824950862,-
ORAI3,NO,36,356,0.1011235955,1611,14970,0.1076152305,0.7957627254,-
OSCAR,NO,1,356,0.0028089888,1,14996,6.66844491864497E-05,0.0459633977,-
OSGIN1,NO,45,356,0.1264044944,1898,14998,0.1265502067,1,-
OSTN,NO,194,356,0.5449438202,8132,14978,0.5429296301,0.9639979318,-
OTOA,NO,153,356,0.4297752809,5836,14098,0.4139594269,0.693473942,-
OTOP3,NO,1,356,0.0028089888,72,14956,0.0048141214,1,-
OTOR,NO,24,712,0.0674157303,860,29974,0.0573298856,0.4277889206,-
OTUB2,NO,161,356,0.452247191,6350,14962,0.4244085015,0.5271259212,-
P2RX1,NO,116,356,0.3258426966,5262,14922,0.3526336952,0.4905502386,-
P2RX7,NO,7,712,0.0196629213,273,29952,0.0182304269,0.8403111358,-
P2RY1,NO,1,356,0.0028089888,1,15014,6.66045024643666E-05,0.045910207,-
P2RY4,NO,1,356,0.0028089888,8,10464,0.000764526,0.2605270829,-
P3H4,NO,309,356,0.8679775281,13179,14964,0.8807137129,0.8750709875,-
PADI1,NO,40,712,0.1123595506,1760,29954,0.1175806488,0.8718188439,-
PAEP,NO,27,712,0.0758426966,1366,29986,0.0911091847,0.4106082087,-
PAGE3,NO,7,356,0.0196629213,133,10609,0.0125365256,0.2280993353,-
PANX2,NO,34,356,0.095505618,1311,14970,0.0875751503,0.637554985,-
PANX3,NO,1,356,0.0028089888,2,15008,0.0001332623,0.0680925446,-
PARP3,NO,1,356,0.0028089888,5,14988,0.0003336002,0.131697884,-
PATE1,NO,170,712,0.4775280899,6709,29720,0.4529129756,0.5099762721,-
PAX4,NO,297,712,0.8342696629,11768,29954,0.7860908773,0.3957346734,-
PCDH12,NO,3,356,0.0084269663,84,14982,0.0056067281,0.4582601606,-
PCDHB13,NO,54,356,0.1516853933,2396,14988,0.1598612223,0.772005782,-
PCDHB5,NO,45,356,0.1264044944,1334,14998,0.0889451927,0.0339896744,-
PCSK6,NO,2,356,0.0056179775,15,15002,0.0009998667,0.0584142083,-
PDE2A,NO,360,712,1.0112359551,15035,29972,1.0023380711,0.8958033554,-
PDK4,NO,31,356,0.0870786517,1262,14990,0.0841894596,0.8474629053,-
PDLIM4,NO,44,712,0.1235955056,1667,29956,0.1113779983,0.5098691511,-
PEAR1,NO,4,356,0.0112359551,48,14990,0.0032021348,0.0330179968,-
PENK,NO,9,356,0.0252808989,354,15002,0.0235968538,0.7260722837,-
PGA5,NO,3,356,0.0084269663,171,14996,0.0114030408,0.8012542355,-
PGM5,NO,1,356,0.0028089888,35,15002,0.0023330223,0.5707332961,-
PGR,NO,93,356,0.2612359551,3685,14922,0.2469508109,0.6318879264,-
PI15,NO,12,356,0.0337078652,440,14996,0.0293411576,0.6329180704,-
PIK3C2G,NO,366,712,1.0280898876,15422,29708,1.0309330462,0.896622986,-
PITPNM3,NO,1,356,0.0028089888,40,14952,0.0026752274,0.6194554494,-
PKDREJ,NO,55,356,0.154494382,2274,14984,0.1517618793,0.8827618318,-
PKHD1L1,NO,55,356,0.154494382,2414,14934,0.1616445694,0.8286594109,-
PLCD4,NO,1,356,0.0028089888,50,15002,0.0033328889,1,-
PLET1,NO,15,356,0.0421348315,218,15014,0.0145197815,0.0004738777,-
PLG,NO,182,356,0.5112359551,7975,14814,0.5383421088,0.6149247353,-
PLIN1,NO,1,356,0.0028089888,159,15002,0.0105985869,0.2778217845,-
PLK5,NO,83,356,0.2331460674,2855,14934,0.1911745011,0.1145763596,-
PLPPR5,NO,74,356,0.2078651685,3331,14948,0.2228391758,0.6579744144,-
PMFBP1,NO,70,712,0.1966292135,2467,29950,0.164972208,0.1725654568,-
PMP2,NO,178,712,0.5,6996,29918,0.4678729531,0.4361756218,-
POF1B,NO,345,356,0.9691011236,9742,9764,0.9977468251,0.7293873322,-
PON3,NO,3,356,0.0084269663,131,14690,0.008917631,1,-
POU2F3,NO,26,356,0.0730337079,1272,15002,0.0847886948,0.5616902689,-
POU3F2,NO,39,712,0.1095505618,975,30002,0.065007628,0.003109499,-
PPFIA4,NO,130,356,0.3651685393,5498,14958,0.3675625084,1,-
PPIAL4A;PPIAL4C,NO,4,26,0.1538461538,0,88,0,0.0035712261,-
PPP1R12B,NO,1,356,0.0028089888,37,15012,0.0024646949,0.5901701809,-
PPP1R37,NO,40,356,0.1123595506,1313,14942,0.0878731094,0.1615644625,-
PPP1R3E,NO,2,712,0.0056179775,16,30000,0.0010672005,0.0645354278,-
PRCD,NO,509,2848,1.4297752809,20703,119536,1.3897275198,0.522226853,-
PRDM7,NO,6,712,0.0168539326,488,29914,0.0325475898,0.1280554866,-
PRDM8,NO,99,356,0.2780898876,3696,13268,0.2785649683,1,-
PRDM9,NO,343,712,0.9634831461,14361,29958,0.9590618845,0.9469392252,-
PRKAG2,NO,255,1068,0.7162921348,9827,45000,0.6558120077,0.2046842453,-
PRKCB,NO,4,356,0.0112359551,91,15006,0.006064241,0.2866331154,-
PRLR,NO,1,356,0.0028089888,10,15006,0.0006664001,0.2278263113,-
PRMT8,NO,12,712,0.0337078652,432,29982,0.0288335603,0.5263834035,-
PRND,NO,177,356,0.4971910112,7685,14902,0.5157025903,0.7115663083,-
PROK1,NO,1,356,0.0028089888,89,14996,0.005934916,0.7259538217,-
PROSER3,NO,85,356,0.2387640449,3746,12870,0.2910644911,0.1058316438,-
PRR12,NO,12,356,0.0337078652,472,14948,0.0315761306,0.7595034174,-
PRR30,NO,168,356,0.4719101124,7402,14858,0.4981827971,0.6058205389,-
PRRT2,NO,6,356,0.0168539326,337,14920,0.0225871314,0.588181867,-
PRSS22,NO,102,356,0.2865168539,4183,14606,0.2863891551,1,-
PRSS45,NO,220,1424,0.6179775281,8411,59940,0.5612950913,0.1967435679,-
PRTN3,NO,3,356,0.0084269663,158,14972,0.0105530323,1,-
PSD4,NO,1,356,0.0028089888,42,14996,0.0028007469,1,-
PSG3,NO,2,356,0.0056179775,211,15012,0.0140554223,0.2477251222,-
PSG4,NO,2,356,0.0056179775,33,14888,0.0022165502,0.1975622984,-
PSG8,NO,272,356,0.7640449438,11934,14962,0.797620639,0.6259124497,-
PSG9,NO,1,356,0.0028089888,57,14700,0.003877551,1,-
PSMB11,NO,70,356,0.1966292135,3512,14930,0.2352310784,0.1893908724,-
PSTPIP2,NO,90,712,0.2528089888,3492,29992,0.2328622001,0.4480876683,-
PTCHD4,NO,18,356,0.0505617978,813,14992,0.0542289221,0.9055001097,-
PTF1A,NO,26,356,0.0730337079,681,14996,0.0454121099,0.030478752,-
PTHLH,NO,208,712,0.5842696629,9340,29414,0.6480297017,0.3103999688,-
PURG,NO,239,356,0.6713483146,10570,14922,0.7083500871,0.5556798204,-
PYROXD2,NO,1,356,0.0028089888,13,15014,0.0008658585,0.2802508758,-
RAB3C,NO,1,356,0.0028089888,40,15010,0.0026648901,0.618050588,-
RAB44,NO,1,356,0.0028089888,1,14998,6.66755567408988E-05,0.0459574816,-
RAPSN,NO,57,356,0.1601123596,1995,14928,0.1336414791,0.217011361,-
RASD2,NO,14,356,0.0393258427,559,14980,0.0373164219,0.7779665142,-
RASL12,NO,1,356,0.0028089888,71,15000,0.0047333333,1,-
RBBP8NL,NO,22,356,0.0617977528,744,14988,0.0496397118,0.3262789525,-
RCVRN,NO,84,356,0.2359550562,3740,14870,0.2515131137,0.6304304652,-
RDH16,NO,20,356,0.0561797753,644,14974,0.0430078803,0.2387246648,-
REG3G,NO,280,356,0.7865168539,12528,14964,0.8372093023,0.4444989744,-
REG4,NO,353,1424,0.9915730337,14808,59804,0.9921618488,0.9760004186,-
RETNLB,NO,171,1424,0.4803370787,6646,59942,0.4438327595,0.331259518,-
RFX6,NO,69,356,0.1938202247,3220,14976,0.2150106838,0.4790535535,-
RGPD4,NO,154,356,0.4325842697,6131,14688,0.4174155773,0.7307919312,-
RGS1,NO,32,712,0.0898876404,2252,29952,0.1503740628,0.0033793919,-
RGS11,NO,16,712,0.0449438202,340,29950,0.0227035087,0.0125601597,-
RGS12,NO,1,356,0.0028089888,17,14974,0.0011353012,0.3454912372,-
RGS3,NO,19,356,0.0533707865,776,14940,0.0519410977,0.9037553377,-
RGS7BP,NO,60,356,0.1685393258,2746,14976,0.1833600427,0.5837170816,-
RGS9BP,NO,231,712,0.6488764045,10238,29942,0.6841326291,0.5203377339,-
RHO,NO,42,356,0.1179775281,1148,14976,0.0766559829,0.0136227124,-
RHOJ,NO,4,712,0.0112359551,53,30012,0.0035319206,0.0435297307,-
RIMS1,NO,7,356,0.0196629213,378,15008,0.0251865672,0.7289772543,-
RIPPLY3,NO,19,356,0.0533707865,562,15000,0.0374666667,0.1602613489,-
RLN2,NO,1,356,0.0028089888,1,14992,6.67022411953042E-05,0.0459752346,-
RNASE11,NO,2,712,0.0056179775,87,30018,0.0057952132,1,-
RNASE2,NO,1,356,0.0028089888,68,15008,0.0045309168,1,-
RNASE6,NO,355,356,0.9971910112,15016,15016,1,1,-
RNASEL,NO,1,356,0.0028089888,3,15010,0.0001998668,0.0897295672,-
RNF186,NO,7,356,0.0196629213,538,15006,0.0358523257,0.1417874416,-
RNF222,NO,8,356,0.0224719101,142,14962,0.0094907098,0.0256383889,-
RNF43,NO,2,356,0.0056179775,79,15002,0.0052659645,0.7124155128,-
RRH,NO,304,356,0.8539325843,12952,15000,0.8634666667,0.9057292927,-
RSPO1,NO,190,356,0.5337078652,7874,14938,0.5271120632,0.8913914419,-
RTL4,NO,1,356,0.0028089888,12,10614,0.0011305822,0.34937453,-
RTP2,NO,227,356,0.6376404494,9104,14952,0.6088817549,0.6042046762,-
RXRG,NO,203,1068,0.5702247191,7121,44886,0.4759897494,0.0209688639,-
S100A7,NO,106,356,0.297752809,3688,14938,0.2468871335,0.0984031715,-
S100B,NO,55,712,0.154494382,1876,30000,0.1251178334,0.1406575812,-
S1PR1,NO,2,356,0.0056179775,145,14994,0.0096705349,0.778250225,-
S1PR5,NO,1,356,0.0028089888,1,15014,6.66045024643666E-05,0.045910207,-
SAG,NO,8,356,0.0224719101,312,15006,0.0207916833,0.7095551774,-
SAGE1,NO,8,356,0.0224719101,412,10569,0.0389819283,0.1558087293,-
SAMD10,NO,73,356,0.2050561798,2683,14946,0.1795129132,0.3080714287,-
SAXO2,NO,87,356,0.2443820225,3595,14936,0.2406936261,0.9032421432,-
SCARF2,NO,219,356,0.6151685393,9326,14858,0.6276753264,0.8285513684,-
SCG3,NO,3,356,0.0084269663,155,15006,0.0103292017,1,-
SCGB2A2,NO,47,356,0.1320224719,1821,15000,0.1214,0.5707325395,-
SCML4,NO,340,356,0.9550561798,13851,15006,0.9230307877,0.6728804867,-
SCN2B,NO,42,356,0.1179775281,1561,14910,0.1046948357,0.488336905,-
SCN4A,NO,3,356,0.0084269663,27,14964,0.0018043304,0.0323064473,-
SCN8A,NO,305,356,0.856741573,13171,15002,0.8779496067,0.782553161,-
SCRT2,NO,20,356,0.0561797753,1026,14804,0.0693055931,0.4561656514,-
SCTR,NO,245,356,0.6882022472,10470,14956,0.7000534902,0.8668322848,-
SCUBE3,NO,1,356,0.0028089888,10,14818,0.0006748549,0.2303244291,-
SEC14L2,NO,249,356,0.6994382022,10182,14970,0.6801603206,0.7376249084,-
SEC14L3,NO,6,356,0.0168539326,362,14996,0.0241397706,0.4824908738,-
SECTM1,NO,15,356,0.0421348315,637,14950,0.0426086957,1,-
SELL,NO,127,712,0.356741573,5600,29974,0.3737339796,0.6660318927,-
SELPLG,NO,6,712,0.0168539326,328,29948,0.0219046347,0.7128108631,-
SEMA4A,NO,8,356,0.0224719101,421,14988,0.028089138,0.7427111187,-
SEMA6B,NO,16,356,0.0449438202,613,14786,0.0414581361,0.6880852004,-
SERP2,NO,12,356,0.0337078652,709,15000,0.0472666667,0.3070327585,-
SERPINA10,NO,1,356,0.0028089888,61,15014,0.0040628747,1,-
SERPINA11,NO,4,356,0.0112359551,166,14998,0.0110681424,0.8000322395,-
SERPINA5,NO,259,1424,0.7275280899,10005,60016,0.667736554,0.2048207428,-
SERPINA9,NO,57,356,0.1601123596,2482,14978,0.1657097076,0.886568326,-
SERPINI2,NO,36,356,0.1011235955,1359,14980,0.0907209613,0.5176743213,-
SETD7,NO,302,356,0.8483146067,12953,14994,0.8638788849,0.8432800736,-
SEZ6,NO,2,356,0.0056179775,105,14986,0.0070065394,1,-
SEZ6L,NO,130,1424,0.3651685393,5869,59978,0.3916317543,0.4988733647,-
SFRP5,NO,7,356,0.0196629213,174,14984,0.0116123865,0.2051489629,-
SFTA3,NO,36,356,0.1011235955,1405,14974,0.0938293041,0.6484585947,-
SFTPA1,NO,159,712,0.4466292135,6585,29952,0.4405109311,0.8584369002,-
SFTPA2,NO,24,712,0.0674157303,824,29956,0.0550356659,0.3545424492,-
SGCA,NO,26,712,0.0730337079,1009,29964,0.0673573595,0.6743563256,-
SH2D3C,NO,5,356,0.0140449438,264,14996,0.0176046946,0.8368382328,-
SH3TC2,NO,92,356,0.2584269663,3268,14636,0.2232850506,0.2163280544,-
SHC4,NO,1,356,0.0028089888,28,14996,0.0018671646,0.4942261884,-
SHISA6,NO,1,356,0.0028089888,44,14982,0.0029368576,1,-
SHISA9,NO,36,712,0.1011235955,1183,29998,0.0789265834,0.1475550472,-
SHOX2,NO,2,356,0.0056179775,136,15006,0.0090630415,0.7738446324,-
SI,NO,41,356,0.1151685393,1937,14908,0.1299302388,0.5238603375,-
SIDT1,NO,2,356,0.0056179775,48,15008,0.0031982942,0.3240967895,-
SIGLEC1,NO,5,712,0.0140449438,277,29954,0.0184958525,0.6915854596,-
SIM2,NO,98,352,0.2784090909,5326,14930,0.3567314133,0.0302292778,-
SIX6,NO,320,356,0.8988764045,13954,14990,0.9308872582,0.6685433046,-
SLAMF1,NO,210,712,0.5898876404,9172,29988,0.6126534064,0.6653190059,-
SLAMF7,NO,13,712,0.0365168539,83,28148,0.0056001615,8.1727874894052E-07,-
SLC10A1,NO,8,356,0.0224719101,490,15002,0.0326623117,0.3618676854,-
SLC13A5,NO,1,356,0.0028089888,6,14984,0.0004004271,0.1519278118,-
SLC15A1,NO,22,356,0.0617977528,860,14960,0.057486631,0.730236586,-
SLC16A12,NO,4,356,0.0112359551,190,15012,0.0126565414,1,-
SLC16A14,NO,1,356,0.0028089888,32,15014,0.0021313441,0.5391434625,-
SLC17A8,NO,217,712,0.6095505618,8799,29982,0.587412478,0.6344410367,-
SLC17A9,NO,227,356,0.6376404494,9417,14946,0.6300682457,0.8973268814,-
SLC18A1,NO,1,356,0.0028089888,1,14944,6.69164882226981E-05,0.0461177543,-
SLC1A2,NO,51,712,0.143258427,1805,30010,0.1203465196,0.2353277791,-
SLC1A7,NO,22,712,0.0617977528,1366,29932,0.0912745764,0.0805467272,-
SLC22A15,NO,26,356,0.0730337079,1235,15006,0.0823004132,0.6253774486,-
SLC22A17,NO,1,356,0.0028089888,83,14996,0.0055348093,1,-
SLC22A3,NO,101,356,0.2837078652,5590,14984,0.3730646022,0.0164899061,-
SLC22A5,NO,29,356,0.0814606742,1960,14960,0.1310160428,0.0120657949,-
SLC23A3,NO,2,356,0.0056179775,114,15004,0.0075979739,1,-
SLC24A3,NO,25,712,0.0702247191,1064,29980,0.0709691947,1,-
SLC24A4,NO,356,356,1,14990,14990,1,1,-
SLC2A12,NO,4,712,0.0112359551,16,30008,0.0010663823,0.0010503906,-
SLC34A1,NO,1,356,0.0028089888,79,14972,0.0052765162,1,-
SLC34A3,NO,165,356,0.4634831461,6125,14908,0.4108532332,0.2050270894,-
SLC37A2,NO,7,356,0.0196629213,227,14982,0.0151515152,0.5065709835,-
SLC38A4,NO,649,1780,1.8230337079,27465,74882,1.8339814315,0.9078059677,-
SLC45A1,NO,83,356,0.2331460674,4606,14950,0.3080936455,0.0226609616,-
SLC4A3,NO,71,356,0.1994382022,2099,14926,0.1406270937,0.0113354481,-
SLC6A17,NO,57,712,0.1601123596,2274,29894,0.1521610532,0.7217710061,-
SLC6A7,NO,33,356,0.0926966292,1426,14972,0.0952444563,1,-
SLC9A2,NO,5,356,0.0140449438,187,15018,0.0124517246,0.8063027288,-
SLC9A4,NO,270,712,0.7584269663,11620,29980,0.7759848419,0.8011305583,-
SLC9C2,NO,75,356,0.2106741573,2767,14984,0.1846636412,0.3137585555,-
SLCO1B1,NO,4,356,0.0112359551,80,14978,0.005341167,0.1332648237,-
SLIT2,NO,291,712,0.8174157303,12339,29936,0.8259740206,0.9160979999,-
SLURP1,NO,1,356,0.0028089888,112,14944,0.0074946467,0.5257634567,-
SMIM10,NO,152,356,0.4269662921,3788,10256,0.3693447738,0.1408660628,-
SMIM9,NO,249,356,0.6994382022,6732,10434,0.6451983899,0.3514984321,-
SMOC1,NO,3,356,0.0084269663,62,14984,0.0041377469,0.1931290857,-
SMR3A,NO,91,356,0.2556179775,4183,14972,0.2793881913,0.4869842116,-
SMR3B,NO,487,1068,1.3679775281,20226,44872,1.3532233635,0.8461335862,-
SMTNL1,NO,54,356,0.1516853933,1702,14984,0.113587827,0.0577204664,-
SMYD1,NO,340,1068,0.9550561798,13493,44968,0.9008526893,0.3535132189,-
SNCA,NO,1,356,0.0028089888,122,15010,0.0081279147,0.5356723124,-
SNTB1,NO,4,356,0.0112359551,298,15012,0.019850786,0.3317239252,-
SORBS2,NO,99,356,0.2780898876,3728,14916,0.2499329579,0.3435186862,-
SORCS2,NO,1,356,0.0028089888,90,14942,0.0060232901,0.7263789591,-
SORD,NO,152,712,0.4269662921,5742,29342,0.3912604187,0.3289941257,-
SOX8,NO,86,356,0.2415730337,3503,14962,0.2341264537,0.8060639889,-
SP7,NO,3,356,0.0084269663,160,14952,0.0107009096,1,-
SPAM1,NO,110,356,0.308988764,4167,14946,0.2788036933,0.363879991,-
SPANXN4,NO,105,356,0.2949438202,3026,10378,0.2915783388,0.9098614731,-
SPATA25,NO,5,356,0.0140449438,198,14972,0.0132246861,0.8130840863,-
SPATA31A6,NO,116,344,0.3372093023,1781,7734,0.2302818723,0.0007969073,-
SPATA46,NO,156,356,0.4382022472,6235,14956,0.4168895427,0.6237118864,-
SPATC1,NO,3,712,0.0084269663,58,29974,0.0038689081,0.1691557953,-
SPEG,NO,133,712,0.3735955056,4875,29928,0.3261735841,0.1604604965,-
SPINK6,NO,2,356,0.0056179775,20,14992,0.0013340448,0.0920834651,-
SPINT4,NO,148,1068,0.4157303371,6436,44916,0.4309990778,0.7589348958,-
SPNS2,NO,166,712,0.4662921348,6868,29928,0.4592770584,0.8608606611,-
SPRR2G,NO,206,356,0.5786516854,8315,14962,0.5557412111,0.6561530506,-
SPRR4,NO,2,712,0.0056179775,14,30012,0.0009329602,0.0521395082,-
SRL,NO,443,1780,1.2443820225,17184,74886,1.149155915,0.1300954864,-
SRRM3,NO,4,712,0.0112359551,79,29976,0.0052722904,0.1282313829,-
SRXN1,NO,111,712,0.3117977528,5157,29942,0.3450659231,0.3694461468,-
SSC5D,NO,250,356,0.702247191,10339,14902,0.69379949,0.9002423423,-
SST,NO,39,356,0.1095505618,1474,15000,0.0982666667,0.5322551942,-
SSTR2,NO,82,356,0.2303370787,3424,14972,0.2286935613,0.9504860002,-
SSTR5,NO,218,1424,0.6123595506,8778,59508,0.590742495,0.6016838866,-
STON1-GTF2A1L,NO,1,356,0.0028089888,9,15008,0.0005996802,0.2094436932,-
STXBP5L,NO,540,712,1.5168539326,22218,29998,1.4812987858,0.6856333543,-
SULF1,NO,257,1424,0.7219101124,10155,59984,0.6776216868,0.3441152036,-
SULT1B1,NO,152,356,0.4269662921,6435,14950,0.4304347826,0.9609910271,-
SV2C,NO,3,356,0.0084269663,222,15000,0.0148,0.4975788924,-
SYT8,NO,1,356,0.0028089888,2,14994,0.0001333867,0.0681531853,-
TAC4,NO,1,356,0.0028089888,33,14994,0.0022008804,0.5502970725,-
TACR1,NO,67,356,0.1882022472,2570,15000,0.1713333333,0.4865520687,-
TAGAP,NO,25,356,0.0702247191,837,15002,0.055792561,0.2964708242,-
TAL1,NO,1,356,0.0028089888,31,14994,0.0020674937,0.5286751314,-
TAL2,NO,31,712,0.0870786517,1162,29858,0.077736493,0.5570512649,-
TBC1D10C,NO,355,356,0.9971910112,14850,14982,0.9911894273,0.9395444017,-
TBC1D21,NO,45,356,0.1264044944,2144,14974,0.1431815146,0.4915398309,-
TBC1D30,NO,174,712,0.4887640449,6794,29994,0.4534741717,0.3811503474,-
TBC1D3F;TBC1D3G;TBC1D3H,NO,84,784,0.8570238016,134,18050,0.0156795898,1.04375459726736E-55,-
TBC1D4,NO,7,356,0.0196629213,139,15008,0.0092617271,0.0869797298,-
TBX19,NO,259,712,0.7275280899,11652,29948,0.7781593523,0.3662488593,-
TBX21,NO,1,356,0.0028089888,20,14996,0.001333689,0.3896666399,-
TBX4,NO,1,356,0.0028089888,42,14988,0.0028022418,1,-
TBXA2R,NO,14,712,0.0393258427,568,30020,0.037841439,0.8888651993,-
TECTB,NO,1,356,0.0028089888,19,15016,0.001265317,0.3747695051,-
TEPP,NO,311,356,0.8735955056,12676,14984,0.8459690336,0.694259964,-
TESPA1,NO,64,712,0.1797752809,1970,30012,0.1312807878,0.0235063575,-
TEX29,NO,3,712,0.0084269663,196,29896,0.013073128,0.6351930246,-
TFF2,NO,237,712,0.6657303371,9829,30000,0.6555180515,0.8489582582,-
TGFB1I1,NO,163,356,0.4578651685,6348,14914,0.4256403379,0.4380128482,-
TGM3,NO,200,712,0.5617977528,8953,29942,0.5989376662,0.4736393724,-
TGM6,NO,130,356,0.3651685393,5140,14918,0.3445502078,0.5635827868,-
THBD,NO,2,352,0.0056818182,29,15006,0.0019325603,0.1590676583,-
THBS1,NO,110,712,0.308988764,4163,29982,0.2777284475,0.3057672581,-
THEM5,NO,4,356,0.0112359551,7,15002,0.0004666045,8.57626543525143E-05,-
TIRAP,NO,274,712,0.7696629213,11739,29988,0.7836434898,0.829841996,-
TLR6,NO,1,356,0.0028089888,51,15010,0.0033977348,1,-
TLR9,NO,4,356,0.0112359551,172,14984,0.0114789108,1,-
TMC1,NO,2,356,0.0056179775,175,14946,0.0117088184,0.4467115857,-
TMCO5A,NO,2,356,0.0056179775,143,15006,0.0095295215,0.7769951965,-
TMEM114,NO,233,356,0.654494382,10118,14926,0.6778775291,0.7023139755,-
TMEM121,NO,72,336,0.2142857143,3716,14932,0.2488615055,0.2862189608,-
TMEM132E,NO,196,712,0.5505617978,7959,29478,0.5482668982,0.8055596179,-
TMEM151B,NO,579,1068,1.6264044944,24325,44926,1.6255677088,0.9791712817,-
TMEM155,NO,5,356,0.0140449438,159,15010,0.010592938,0.4362142936,-
TMEM176A,NO,48,356,0.1348314607,1108,14994,0.0738962252,0.0003333023,-
TMEM178B,NO,11,712,0.0308988764,541,30002,0.0360644714,0.7741802527,-
TMEM200C,NO,2,356,0.0056179775,6,15004,0.0003998934,0.0138082329,-
TMEM217,NO,494,1068,1.3876404494,20691,44932,1.3823143403,0.934144761,-
TMEM221,NO,185,356,0.5196629213,7788,14940,0.5212851406,1,-
TMEM225,NO,52,356,0.1460674157,1880,14982,0.125483914,0.3018498292,-
TMEM233,NO,1,356,0.0028089888,70,14936,0.0046866631,1,-
TMEM239,NO,1,356,0.0028089888,30,14822,0.0020240184,0.5214877067,-
TMEM244,NO,83,356,0.2331460674,2319,14984,0.1547650828,0.0014278864,-
TMEM67,NO,1,356,0.0028089888,3,15000,0.0002,0.089785946,-
TMEM71,NO,176,356,0.4943820225,7002,14974,0.4676105249,0.5721619357,-
TMEM86B,NO,206,356,0.5786516854,9043,14946,0.605044828,0.6283542244,-
TMIE,NO,24,356,0.0674157303,857,14980,0.0572096128,0.4223671154,-
TMPRSS4,NO,95,356,0.2668539326,3020,14958,0.2018986496,0.0186177118,-
TNFRSF13B,NO,11,356,0.0308988764,472,14870,0.0317417619,1,-
TNFRSF9,NO,7,356,0.0196629213,319,14970,0.0213092852,1,-
TNNT2,NO,12,712,0.0337078652,781,29970,0.0521190128,0.1496203303,-
TNR,NO,6,712,0.0168539326,212,30002,0.0141324979,0.6471155803,-
TNRC18,NO,302,712,0.8483146067,13348,29890,0.89320124,0.4702693884,-
TPH1,NO,1,356,0.0028089888,43,14992,0.0028681964,1,-
TPSAB1,NO,68,356,0.191011236,2320,14298,0.162260456,0.2282385581,-
TPSB2,NO,397,706,1.1267815871,14977,27124,1.112118598,0.7744172918,-
TRAPPC3L,NO,1,356,0.0028089888,0,15006,0,0.0232376489,-
TRAPPC5,NO,3,356,0.0084269663,94,14992,0.0062700107,0.4943100818,-
TRDN,NO,442,712,1.2415730337,18583,29886,1.2435250973,1,-
TRH,NO,25,356,0.0702247191,897,14910,0.0601609658,0.4336995128,-
TRIM34;TRIM6-TRIM34,NO,341,356,0.9578651685,14475,15006,0.9646141543,0.9389199894,-
TRIM51,NO,23,356,0.0646067416,1454,14980,0.0970627503,0.0656464702,-
TRIM66,NO,47,356,0.1320224719,1666,14978,0.1112298037,0.2754164843,-
TRIM67,NO,135,712,0.3792134831,4696,29960,0.3137569466,0.0478645734,-
TRIM69,NO,325,356,0.9129213483,13469,15004,0.8976939483,0.8460843609,-
TRIM9,NO,12,356,0.0337078652,715,14994,0.047685741,0.3080344653,-
TRPM2,NO,80,356,0.2247191011,3490,14938,0.233632347,0.8046585815,-
TRPM8,NO,6,712,0.0168539326,247,30006,0.0164602882,0.8340538953,-
TSHR,NO,1,356,0.0028089888,2,15012,0.0001332268,0.0680752385,-
TSPAN11,NO,131,356,0.3679775281,5226,14946,0.3496587716,0.6377184523,-
TSPOAP1,NO,3,712,0.0084269663,97,29932,0.0064845384,0.5065994768,-
TTC30B,NO,4,356,0.0112359551,133,14970,0.0088844355,0.5637404969,-
TTLL10,NO,166,712,0.4662921348,5919,29796,0.3973856404,0.0734202082,-
TTLL6,NO,127,356,0.356741573,5700,14944,0.3814239829,0.5370459284,-
TXLNB,NO,31,356,0.0870786517,1298,15002,0.0865217971,0.9244401569,-
TXNDC8,NO,5,356,0.0140449438,196,15016,0.0130527437,0.8113772433,-
UBXN10,NO,1,356,0.0028089888,2,15010,0.0001332445,0.0680838905,-
UNC45B,NO,135,356,0.3792134831,5341,14966,0.3568755847,0.5684212787,-
